Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase;Atividade;Operação;;
;;POOH_BHA_16_8_7;Retirar coluna até a superfície (riser);retirar;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;7;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
;;POOH_BHA_16_9_7;Quebrar BHA DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 7;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;7;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
POOH_BHA 16-fase-8;POOH_BHA 16-fase-8;POOH_BHA_16_1_8;Circular p/ limpar poço;;;;0;0;0;FASE 8;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_16_2_8;Trocar fluido do poço;;;;5;0;0;FASE 8;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_16_3_8;Retirar coluna até a sapata (poço aberto);retirar;y = (PFF - PIF);itens da tabela de coluna de perfuração;0;0;0;FASE 8;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Retirada de coluna em poço aberto;Moderada;P-03
;;POOH_BHA_16_4_8;Retirar coluna até o BOP (poço revestido);retirar;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-02, P-03
;;POOH_BHA_16_5_8;Fechar BOP;zerar itens;;;0,5;0;0;FASE 8;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_16_6_8;Retirar Bearing Assembly;;;;1;0;0;FASE 8;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_16_7_8;Instalar Protective Sleeve;;;;1;0;0;FASE 8;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_16_8_8;Retirar coluna até a superfície (riser);retirar;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
;;POOH_BHA_16_9_8;Quebrar BHA DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 8;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;8;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
POOH_BHA 16-fase-9;POOH_BHA 16-fase-9;POOH_BHA_16_1_9;Circular p/ limpar poço;;;;0;0;0;FASE 9;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_16_2_9;Trocar fluido do poço;;;;5;0;0;FASE 9;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_16_3_9;Retirar coluna até a sapata (poço aberto);retirar;y = (PFF - PIF);itens da tabela de coluna de perfuração;0;0;0;FASE 9;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Retirada de coluna em poço aberto;Moderada;P-03
;;POOH_BHA_16_4_9;Retirar coluna até o BOP (poço revestido);retirar;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-02, P-03
;;POOH_BHA_16_5_9;Fechar BOP;zerar itens;;;0,5;0;0;FASE 9;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_16_6_9;Retirar Bearing Assembly;;;;1;0;0;FASE 9;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_16_7_9;Instalar Protective Sleeve;;;;1;0;0;FASE 9;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_16_8_9;Retirar coluna até a superfície (riser);retirar;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
;;POOH_BHA_16_9_9;Quebrar BHA DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 9;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;9;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
POOH_BHA 17-fase-3;POOH_BHA 17-fase-3;POOH_BHA_17_1_3;Circular p/ limpar poço;;;;0;0;0;FASE 3;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_2_3;Trocar fluido do poço;;;;5;0;0;FASE 3;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_3_3;Retirar coluna até a sapata (poço aberto);retirar;y = (PFF - PIF);itens da tabela de coluna de perfuração;0;0;0;FASE 3;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de coluna em poço aberto;Moderada;P-03
;;POOH_BHA_17_4_3;Retirar coluna até o BOP (poço revestido);retirar;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-02, P-03
;;POOH_BHA_17_5_3;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X """;;;;1;0;0;FASE 3;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_6_3;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X + 1""";;;;1;0;0;FASE 3;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_7_3;Recuperar bucha nominal/ desgaste;;;;1;0;0;FASE 3;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_8_3;Fechar BOP;zerar itens;;;0,5;0;0;FASE 3;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_9_3;Retirar Bearing Assembly;;;;1;0;0;FASE 3;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_10_3;Instalar Protective Sleeve;;;;1;0;0;FASE 3;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_11_3;Retirar coluna até a superfície (riser);retirar;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
;;POOH_BHA_17_12_3;Quebrar BHA DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 3;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;3;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
POOH_BHA 17-fase-4;POOH_BHA 17-fase-4;POOH_BHA_17_1_4;Circular p/ limpar poço;;;;0;0;0;FASE 4;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_2_4;Trocar fluido do poço;;;;5;0;0;FASE 4;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_3_4;Retirar coluna até a sapata (poço aberto);retirar;y = (PFF - PIF);itens da tabela de coluna de perfuração;0;0;0;FASE 4;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de coluna em poço aberto;Moderada;P-03
;;POOH_BHA_17_4_4;Retirar coluna até o BOP (poço revestido);retirar;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-02, P-03
;;POOH_BHA_17_5_4;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X """;;;;1;0;0;FASE 4;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_6_4;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X + 1""";;;;1;0;0;FASE 4;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_7_4;Recuperar bucha nominal/ desgaste;;;;1;0;0;FASE 4;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_8_4;Fechar BOP;zerar itens;;;0,5;0;0;FASE 4;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_9_4;Retirar Bearing Assembly;;;;1;0;0;FASE 4;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_10_4;Instalar Protective Sleeve;;;;1;0;0;FASE 4;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_11_4;Retirar coluna até a superfície (riser);retirar;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
;;POOH_BHA_17_12_4;Quebrar BHA DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 4;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;4;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
POOH_BHA 17-fase-5;POOH_BHA 17-fase-5;POOH_BHA_17_1_5;Circular p/ limpar poço;;;;0;0;0;FASE 5;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_2_5;Trocar fluido do poço;;;;5;0;0;FASE 5;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_3_5;Retirar coluna até a sapata (poço aberto);retirar;y = (PFF - PIF);itens da tabela de coluna de perfuração;0;0;0;FASE 5;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de coluna em poço aberto;Moderada;P-03
;;POOH_BHA_17_4_5;Retirar coluna até o BOP (poço revestido);retirar;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-02, P-03
;;POOH_BHA_17_5_5;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X """;;;;1;0;0;FASE 5;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_6_5;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X + 1""";;;;1;0;0;FASE 5;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_7_5;Recuperar bucha nominal/ desgaste;;;;1;0;0;FASE 5;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_8_5;Fechar BOP;zerar itens;;;0,5;0;0;FASE 5;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_9_5;Retirar Bearing Assembly;;;;1;0;0;FASE 5;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_10_5;Instalar Protective Sleeve;;;;1;0;0;FASE 5;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_11_5;Retirar coluna até a superfície (riser);retirar;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
;;POOH_BHA_17_12_5;Quebrar BHA DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 5;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;5;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
POOH_BHA 17-fase-6;POOH_BHA 17-fase-6;POOH_BHA_17_1_6;Circular p/ limpar poço;;;;0;0;0;FASE 6;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_2_6;Trocar fluido do poço;;;;5;0;0;FASE 6;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_3_6;Retirar coluna até a sapata (poço aberto);retirar;y = (PFF - PIF);itens da tabela de coluna de perfuração;0;0;0;FASE 6;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de coluna em poço aberto;Moderada;P-03
;;POOH_BHA_17_4_6;Retirar coluna até o BOP (poço revestido);retirar;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-02, P-03
;;POOH_BHA_17_5_6;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X """;;;;1;0;0;FASE 6;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_6_6;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X + 1""";;;;1;0;0;FASE 6;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_7_6;Recuperar bucha nominal/ desgaste;;;;1;0;0;FASE 6;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
;;POOH_BHA_17_8_6;Fechar BOP;zerar itens;;;0,5;0;0;FASE 6;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_9_6;Retirar Bearing Assembly;;;;1;0;0;FASE 6;Retirada de bearing assembly;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de bearing assembly;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_10_6;Instalar Protective Sleeve;;;;1;0;0;FASE 6;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-01
;;POOH_BHA_17_11_6;Retirar coluna até a superfície (riser);retirar;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
;;POOH_BHA_17_12_6;Quebrar BHA DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 6;Instalação de protective sleeve;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Instalação de protective sleeve;Perfilagem Final;6;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Baixa;P-01
POOH_BHA 17-fase-7;POOH_BHA 17-fase-7;POOH_BHA_17_1_7;Circular p/ limpar poço;;;;0;0;0;FASE 7;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;7;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_2_7;Trocar fluido do poço;;;;5;0;0;FASE 7;Troca de fluido do poço MPD;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Troca de fluido do poço MPD;Perfilagem Final;7;PRÓXIMA ATIVIDADE;Condicionamento de poço;Moderada;P-03
;;POOH_BHA_17_3_7;Retirar coluna até a sapata (poço aberto);retirar;y = (PFF - PIF);itens da tabela de coluna de perfuração;0;0;0;FASE 7;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;7;PRÓXIMA ATIVIDADE;Retirada de coluna em poço aberto;Moderada;P-03
;;POOH_BHA_17_4_7;Retirar coluna até o BOP (poço revestido);retirar;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;7;PRÓXIMA ATIVIDADE;Retirada de coluna em poço revestido;Moderada;P-02, P-03
;;POOH_BHA_17_5_7;"Recuperar bucha proteção DIAMETRO REVESTIMENTO FASE X """;;;;1;0;0;FASE 7;Retirada de broca;"Broca DIAMETRO FASE X """;Revestimento e Cimentação;Retirada de broca;Perfilagem Final;7;PRÓXIMA ATIVIDADE;Retirada de wear bushing;Moderada;P-02, P-03
